num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Internet,RoundTrip,9,48,0,2,OOLPNH,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,83,29,3,3,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,125,97,2,1,OOLPNH,Cambodia,1,1,1,8.83,0
1,Internet,RoundTrip,54,34,3,1,OOLPNH,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,43,54,6,4,OOLPNH,Australia,1,0,0,8.83,0
1,Mobile,RoundTrip,5,32,5,6,OOLPNH,Australia,1,1,1,8.83,0
1,Mobile,RoundTrip,241,40,21,7,OOLPNH,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,68,33,3,5,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,60,21,10,3,OOLPNH,Cambodia,0,0,1,8.83,0
1,Internet,RoundTrip,205,37,21,6,OOLPNH,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,155,20,6,1,OOLPNH,Australia,0,1,0,8.83,0
4,Internet,RoundTrip,298,39,17,6,OOLPNH,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,40,36,3,6,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,125,64,3,1,OOLPNH,Cambodia,0,0,1,8.83,0
1,Internet,RoundTrip,84,29,6,2,OOLPNH,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,71,46,23,3,OOLPNH,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,91,17,16,1,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,48,17,13,4,OOLPNH,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,178,22,15,7,OOLPNH,Cambodia,1,1,0,8.83,1
2,Internet,RoundTrip,60,41,2,4,OOLPNH,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,157,22,12,6,OOLPNH,Cambodia,1,1,1,8.83,0
1,Internet,RoundTrip,34,21,3,4,OOLPNH,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,85,17,7,3,OOLPNH,Australia,1,1,1,8.83,1
2,Internet,RoundTrip,203,21,0,2,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,16,83,7,4,OOLPNH,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,15,23,8,2,OOLPNH,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,83,18,4,7,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,20,36,4,4,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,102,17,5,6,OOLPNH,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,54,27,10,1,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,65,44,7,1,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,101,22,1,4,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,89,17,6,5,OOLPNH,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,361,32,7,1,OOLPNH,Australia,0,1,0,8.83,0
1,Mobile,RoundTrip,47,21,3,5,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,7,19,10,4,OOLPNH,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,55,35,23,2,OOLPNH,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,29,35,5,2,OOLPNH,Cambodia,1,1,1,8.83,0
2,Internet,RoundTrip,214,17,7,1,OOLPNH,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,37,19,13,1,OOLPNH,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,35,27,11,4,OOLPNH,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,5,17,4,3,OOLPNH,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,52,22,2,7,OOLPNH,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,23,67,12,7,OOLPNH,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,70,29,3,4,OOLPNH,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,33,30,12,5,OOLPNH,Cambodia,1,1,1,8.83,0
1,Internet,RoundTrip,34,18,9,5,OOLPNH,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,167,17,0,5,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,96,29,2,5,OOLPNH,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,72,19,8,4,OOLPNH,Australia,0,0,1,8.83,0
1,Mobile,RoundTrip,92,19,1,2,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,28,34,2,6,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,28,27,4,5,OOLPNH,Cambodia,1,0,1,8.83,0
1,Mobile,RoundTrip,57,17,2,6,OOLPNH,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,65,21,0,2,OOLPNH,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,6,20,13,3,OOLPNH,Cambodia,1,0,0,8.83,0
1,Internet,RoundTrip,35,43,5,3,OOLPNH,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,53,28,14,5,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,279,28,6,3,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,23,21,3,2,OOLPNH,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,55,30,11,3,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,23,27,1,1,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,49,24,1,3,OOLPNH,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,155,17,10,3,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,63,18,2,7,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,357,20,5,5,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,359,29,8,1,OOLPNH,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,120,19,1,7,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,74,29,0,5,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,195,23,8,4,OOLPNH,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,104,51,8,4,OOLPNH,Cambodia,1,0,0,8.83,0
2,Internet,RoundTrip,27,20,10,4,OOLPNH,Australia,0,0,0,8.83,0
1,Mobile,RoundTrip,12,23,19,6,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,32,88,6,2,OOLPNH,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,37,17,4,2,OOLPNH,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,39,26,3,7,OOLPNH,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,56,27,9,1,OOLPNH,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,115,23,7,2,OOLPNH,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,202,89,0,7,OOLPNH,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,141,19,12,6,OOLPNH,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,28,27,4,5,OOLPNH,Cambodia,1,0,1,8.83,0
2,Internet,RoundTrip,48,22,9,6,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,42,22,12,5,OOLPUS,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,16,26,4,1,OOLPUS,Australia,1,0,1,8.83,0
4,Internet,RoundTrip,110,32,9,3,OOLPUS,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,19,23,1,3,OOLPUS,South Korea,1,0,0,8.83,0
1,Internet,RoundTrip,53,30,8,2,OOLPUS,Australia,1,0,1,8.83,0
1,Mobile,RoundTrip,70,28,22,1,OOLPUS,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,53,24,9,1,OOLPUS,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,135,42,9,6,OOLPUS,South Korea,1,1,1,8.83,0
1,Internet,RoundTrip,2,56,7,3,OOLPUS,South Korea,1,0,0,8.83,0
3,Internet,RoundTrip,4,89,1,6,OOLPUS,South Korea,1,1,1,8.83,0
1,Internet,RoundTrip,85,30,14,5,OOLPUS,South Korea,0,0,1,8.83,0
1,Internet,RoundTrip,44,26,14,6,OOLPUS,South Korea,1,0,1,8.83,0
1,Internet,CircleTrip,11,89,1,4,OOLPUS,South Korea,0,0,1,8.83,0
1,Internet,OneWay,322,23,4,1,OOLPUS,South Korea,0,1,0,8.83,0
4,Internet,RoundTrip,171,35,6,5,OOLPUS,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,37,94,8,3,OOLPUS,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,135,22,14,2,OOLPUS,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,5,39,7,3,OOLPUS,Australia,0,1,1,8.83,0
2,Mobile,RoundTrip,63,32,12,5,OOLPUS,South Korea,1,1,0,8.83,0
1,Internet,RoundTrip,7,17,21,5,OOLPUS,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,16,19,8,2,OOLPUS,South Korea,1,0,1,8.83,0
3,Internet,RoundTrip,82,27,4,2,OOLPUS,South Korea,1,1,0,8.83,0
1,Internet,RoundTrip,12,20,6,1,OOLPUS,Australia,1,0,1,8.83,0
2,Internet,OneWay,97,25,4,2,OOLPUS,South Korea,1,1,1,8.83,0
2,Internet,RoundTrip,12,22,4,7,OOLPUS,Australia,0,1,1,8.83,0
2,Internet,RoundTrip,62,31,11,1,OOLPUS,South Korea,1,1,0,8.83,0
1,Internet,RoundTrip,69,41,12,7,OOLPUS,Australia,1,1,0,8.83,0
1,Mobile,RoundTrip,24,21,6,5,OOLPUS,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,16,20,21,4,OOLPUS,Australia,1,1,0,8.83,1
1,Internet,RoundTrip,11,84,12,4,OOLPUS,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,144,28,6,7,OOLPUS,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,21,43,4,5,OOLPUS,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,8,18,10,3,OOLPUS,Australia,0,0,1,8.83,0
1,Mobile,RoundTrip,16,23,2,3,OOLPUS,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,89,29,2,4,OOLPUS,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,121,27,7,7,OOLPVG,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,9,28,14,3,OOLPVG,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,49,26,11,2,OOLPVG,Australia,1,1,1,8.83,1
1,Mobile,RoundTrip,45,18,23,2,OOLPVG,Peru,1,1,0,8.83,0
1,Internet,RoundTrip,54,24,5,3,OOLPVG,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,108,17,23,5,OOLPVG,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,11,34,12,2,OOLPVG,China,1,0,1,8.83,0
1,Internet,RoundTrip,52,32,5,1,OOLPVG,China,1,0,1,8.83,0
2,Internet,RoundTrip,26,44,2,6,OOLPVG,China,1,1,0,8.83,0
2,Internet,RoundTrip,238,33,9,3,OOLPVG,Australia,1,0,1,8.83,0
3,Internet,RoundTrip,19,27,0,5,OOLPVG,Australia,0,0,0,8.83,0
1,Mobile,RoundTrip,70,58,11,7,OOLPVG,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,13,90,1,3,OOLPVG,China,1,0,1,8.83,0
2,Internet,RoundTrip,333,30,3,4,OOLPVG,Australia,0,1,1,8.83,0
2,Mobile,RoundTrip,3,65,8,5,OOLPVG,China,1,0,0,8.83,0
3,Internet,RoundTrip,100,19,15,6,OOLPVG,Australia,1,0,1,8.83,0
3,Internet,RoundTrip,125,47,4,7,OOLPVG,China,1,1,1,8.83,1
3,Mobile,RoundTrip,58,38,10,2,OOLPVG,Australia,1,0,1,8.83,0
4,Internet,RoundTrip,41,23,13,3,OOLPVG,China,1,1,1,8.83,1
1,Internet,RoundTrip,367,17,9,6,OOLREP,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,151,22,11,3,OOLREP,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,79,19,12,3,OOLREP,Australia,0,0,1,8.83,0
3,Internet,RoundTrip,67,21,8,3,OOLREP,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,121,45,0,2,OOLREP,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,156,36,6,4,OOLREP,Australia,1,1,0,8.83,0
2,Mobile,RoundTrip,130,56,0,4,OOLREP,Cambodia,0,1,0,8.83,0
3,Internet,RoundTrip,26,34,5,3,OOLREP,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,27,22,8,1,OOLREP,Australia,0,0,0,8.83,1
2,Internet,RoundTrip,49,18,7,1,OOLREP,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,8,30,4,7,OOLREP,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,67,43,5,4,OOLREP,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,155,20,16,3,OOLREP,Cambodia,0,0,0,8.83,0
1,Internet,RoundTrip,11,37,2,1,OOLREP,Cambodia,1,0,0,8.83,0
1,Internet,RoundTrip,32,24,15,6,OOLREP,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,367,17,12,6,OOLREP,Australia,1,0,1,8.83,0
4,Internet,RoundTrip,377,22,9,1,OOLREP,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,60,26,10,1,OOLREP,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,46,30,1,4,OOLREP,Cambodia,1,1,0,8.83,0
2,Internet,RoundTrip,181,27,9,1,OOLREP,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,73,23,10,2,OOLREP,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,265,21,19,1,OOLREP,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,88,22,12,4,OOLREP,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,102,58,4,4,OOLREP,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,39,21,5,6,OOLREP,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,32,18,15,6,OOLREP,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,367,17,10,6,OOLREP,Australia,0,0,1,8.83,0
5,Internet,RoundTrip,112,28,12,1,OOLRGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,24,29,10,5,OOLRGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,2,18,3,4,OOLRGN,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,155,21,5,5,OOLRGN,Myanmar (Burma),1,0,1,8.83,1
3,Internet,RoundTrip,151,29,6,5,OOLRGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,15,19,5,3,OOLRGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,48,17,0,3,OOLRGN,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,136,21,9,4,OOLRGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,389,17,2,1,OOLRGN,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,86,24,10,3,OOLRGN,Australia,1,0,0,8.83,1
2,Internet,RoundTrip,96,44,11,7,OOLRGN,Indonesia,1,0,1,8.83,0
2,Internet,RoundTrip,30,83,8,4,OOLRGN,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,117,17,5,7,OOLRGN,Australia,1,0,1,8.83,0
4,Internet,RoundTrip,24,32,1,2,OOLRGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,8,91,1,2,OOLRGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,23,31,4,3,OOLRGN,Myanmar (Burma),0,0,0,8.83,1
1,Internet,RoundTrip,128,21,16,5,OOLRGN,Myanmar (Burma),0,0,0,8.83,0
2,Internet,OneWay,78,1,3,2,OOLRGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,74,27,4,1,OOLRGN,Australia,0,1,1,8.83,0
4,Internet,RoundTrip,206,17,11,3,OOLRGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,35,27,3,6,OOLRGN,Australia,1,0,0,8.83,1
2,Internet,RoundTrip,72,27,15,2,OOLRGN,Myanmar (Burma),1,0,0,8.83,0
2,Internet,RoundTrip,230,17,7,2,OOLRGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,6,19,3,3,OOLSBW,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,48,33,4,3,OOLSBW,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,290,91,9,2,OOLSBW,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,185,33,12,7,OOLSBW,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,14,22,9,5,OOLSBW,Australia,1,1,1,8.83,0
1,Mobile,RoundTrip,13,61,9,4,OOLSBW,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,23,19,8,7,OOLSBW,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,129,20,7,4,OOLSBW,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,26,51,1,4,OOLSBW,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,31,48,13,5,OOLSBW,Malaysia,1,1,0,8.83,0
2,Internet,RoundTrip,260,23,14,2,OOLSBW,Malaysia,1,1,0,8.83,0
1,Internet,RoundTrip,67,74,14,3,OOLSBW,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,49,41,6,3,OOLSBW,Malaysia,0,1,0,8.83,0
1,Internet,RoundTrip,145,28,7,3,OOLSBW,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,164,25,10,6,OOLSBW,Malaysia,0,0,0,8.83,0
2,Internet,RoundTrip,101,24,7,2,OOLSBW,New Zealand,1,0,0,8.83,0
3,Internet,RoundTrip,297,21,13,7,OOLSBW,Malaysia,1,1,0,8.83,0
1,Mobile,RoundTrip,138,34,6,7,OOLSBW,Malaysia,1,0,1,8.83,0
2,Internet,RoundTrip,43,29,12,6,OOLSBW,Malaysia,1,1,0,8.83,0
2,Internet,RoundTrip,106,91,8,6,OOLSBW,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,27,28,1,5,OOLSBW,Solomon Islands,1,1,1,8.83,0
2,Internet,RoundTrip,133,42,9,3,OOLSBW,Malaysia,1,1,1,8.83,1
2,Internet,RoundTrip,81,21,9,1,OOLSDK,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,43,20,13,4,OOLSDK,Malaysia,1,0,0,8.83,0
2,Internet,RoundTrip,127,21,8,4,OOLSDK,Malaysia,1,1,0,8.83,0
3,Internet,RoundTrip,60,22,4,5,OOLSDK,Australia,1,1,1,8.83,0
3,Internet,RoundTrip,201,19,23,3,OOLSDK,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,171,87,16,6,OOLSDK,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,174,29,22,7,OOLSGN,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,168,55,8,7,OOLSGN,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,42,81,22,5,OOLSGN,Australia,0,0,1,8.83,1
1,Internet,RoundTrip,11,91,2,4,OOLSGN,Vietnam,1,0,0,8.83,0
2,Internet,RoundTrip,134,29,5,1,OOLSGN,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,22,70,14,6,OOLSGN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,81,18,3,4,OOLSGN,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,142,19,12,1,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,34,30,3,2,OOLSGN,Australia,1,0,0,8.83,1
2,Internet,RoundTrip,90,39,10,2,OOLSGN,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,25,77,7,7,OOLSGN,Australia,1,0,1,8.83,1
1,Internet,RoundTrip,23,51,11,7,OOLSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,38,89,14,2,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,65,33,8,5,OOLSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,101,68,13,7,OOLSGN,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,118,21,6,7,OOLSGN,Vietnam,1,1,0,8.83,1
1,Internet,RoundTrip,369,28,2,7,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,22,84,4,2,OOLSGN,Australia,1,0,1,8.83,0
1,Mobile,RoundTrip,29,21,11,5,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,40,93,11,5,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,169,73,6,4,OOLSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,30,55,2,2,OOLSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,56,31,2,1,OOLSGN,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,238,20,3,5,OOLSGN,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,54,19,12,7,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,295,20,7,1,OOLSGN,Australia,1,1,0,8.83,0
4,Internet,RoundTrip,31,26,8,4,OOLSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,179,21,18,1,OOLSGN,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,189,90,0,4,OOLSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,343,28,2,1,OOLSGN,Australia,0,1,1,8.83,0
2,Internet,RoundTrip,132,27,1,4,OOLSGN,Australia,0,0,0,8.83,0
4,Internet,RoundTrip,243,27,10,6,OOLSGN,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,38,81,7,4,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,3,28,5,2,OOLSGN,Australia,1,1,1,8.83,1
2,Internet,RoundTrip,211,19,21,7,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,48,18,1,4,OOLSGN,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,55,27,6,3,OOLSGN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,323,21,9,4,OOLSGN,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,4,22,23,6,OOLSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,27,21,11,5,OOLSGN,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,178,24,2,2,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,28,21,22,5,OOLSGN,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,167,84,5,6,OOLSGN,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,44,17,0,4,OOLSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,2,23,6,4,OOLSGN,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,128,19,6,7,OOLSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,344,28,23,7,OOLSGN,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,31,61,0,3,OOLSGN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,81,17,11,3,OOLSGN,Australia,1,1,1,8.83,0
5,Internet,RoundTrip,313,25,2,5,OOLSGN,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,20,25,3,2,OOLSGN,Vietnam,0,0,1,8.83,1
1,Internet,RoundTrip,207,43,22,3,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,61,18,3,5,OOLSGN,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,113,34,8,1,OOLSGN,Australia,1,0,0,8.83,0
2,Mobile,RoundTrip,45,21,14,7,OOLSGN,Vietnam,1,0,0,8.83,0
1,Internet,RoundTrip,45,29,9,4,OOLSGN,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,282,30,11,5,OOLSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,85,43,11,6,OOLSGN,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,15,18,2,3,OOLSGN,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,42,86,5,3,OOLSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,42,30,6,4,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,15,91,1,2,OOLSGN,Australia,1,0,0,8.83,0
1,Mobile,RoundTrip,4,89,6,6,OOLSGN,Australia,0,0,1,8.83,0
1,Mobile,RoundTrip,188,20,5,4,OOLSGN,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,188,21,11,6,OOLSGN,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,71,21,17,7,OOLSGN,Spain,0,0,1,8.83,0
2,Internet,RoundTrip,54,29,23,4,OOLSGN,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,78,21,8,3,OOLSGN,New Zealand,1,0,0,8.83,0
2,Internet,RoundTrip,52,20,7,6,OOLSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,6,90,9,5,OOLSGN,Vietnam,1,0,0,8.83,1
2,Internet,RoundTrip,196,23,21,6,OOLSGN,Australia,1,1,1,8.83,0
3,Internet,RoundTrip,65,33,7,5,OOLSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,35,22,10,3,OOLSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,5,17,10,2,OOLSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,262,18,6,3,OOLSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,4,29,9,5,OOLSGN,Australia,1,0,1,8.83,1
1,Internet,RoundTrip,80,24,3,1,OOLSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,33,37,22,5,OOLSGN,Australia,1,1,1,8.83,0
1,Mobile,RoundTrip,38,23,4,4,OOLSGN,Australia,1,0,0,8.83,0
3,Mobile,RoundTrip,214,39,2,2,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,66,24,7,6,OOLSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,12,21,21,1,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,62,33,6,2,OOLSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,1,21,21,4,OOLSGN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,148,18,11,4,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,155,29,11,5,OOLSGN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,84,18,11,6,OOLSGN,Vietnam,1,1,0,8.83,1
1,Internet,RoundTrip,7,76,16,5,OOLSGN,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,3,25,9,3,OOLSGN,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,4,39,0,2,OOLSGN,Australia,1,0,1,8.83,1
2,Internet,RoundTrip,191,62,0,1,OOLSGN,Vietnam,0,0,1,8.83,0
4,Internet,RoundTrip,43,25,0,3,OOLSGN,Australia,1,0,1,8.83,0
3,Internet,RoundTrip,194,27,3,7,OOLSGN,Vietnam,0,0,1,8.83,0
1,Internet,RoundTrip,24,21,3,4,OOLSGN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,41,17,4,1,OOLSGN,Vietnam,1,0,1,8.83,0
1,Internet,RoundTrip,75,23,12,1,OOLSGN,Australia,0,0,1,8.83,0
1,Mobile,RoundTrip,17,25,8,7,OOLSGN,Australia,0,0,0,8.83,0
4,Internet,RoundTrip,11,19,15,6,OOLSGN,Australia,1,1,0,8.83,1
2,Internet,RoundTrip,68,27,12,5,OOLSGN,Vietnam,1,1,1,8.83,0
